SUBWYST_ID,STATION_ID,NYCT_ID,LINE,DIVISION,STAT_LABEL,DISP_X,DISP_Y,DISP_NAME,DISP_LINE,DISP_NOTE,X,Y
307,159,1188,8TH AVE LINE,IND,IND-AL-BP-CP-81 ST,991977,223944,81st St,A-B-C,"A-nights, B-weekdays and evenings, C-all times exc nights",991961.5346,223973.1528
306,160,1187,8TH AVE LINE,IND,IND-AL-BP-CP-72 ST,990804,221820,72nd St,A-B-C,"A-nights, B-weekdays and evenings, C-all times exc nights",990783.0574,221847.7422
100,161,1186,8TH AVE LINE,IND,IND-A-BP-CP-D-59 ST-COLUMBUS CI,989333,219171,59th St - Columbus Circle,A-B-C-D,"A,D-all times, B-weekdays and evenings, C-all times exc nights",989307.3524,219188.8928
94,162,1185,8TH AVE LINE,IND,IND-AL-CP-E-50 ST,988133,217060,50th St,A-C-E,"A-nights, C-all other times, E-all times",988133.0348,217060.1584
111,163,1184,8TH AVE LINE,IND,IND-A-CP-E-42 ST,987094,215185,42nd St - Port Authority Bus Term,A-C-E,"A,E-all times, C-all times exc nights",987093.6224,215184.693
199,164,1183,8TH AVE LINE,IND,IND-A-CP-E-34 ST-PENN STATION,986081,213355,34th St - Penn Station,A-C-E,"A,E-all times, C-all times exc nights",986080.5962,213355.416
198,165,1182,8TH AVE LINE,IND,IND-AL-CP-E-23 ST,984793,211030,23rd St,A-C-E,"A-nights, C-all other times, E-all times",984792.7792,211030.3416
207,166,1181,8TH AVE LINE,IND,IND-A-CP-E-14 ST,983782,209204,14th St,A-C-E,"A,E-all times, C-all times exc nights",983781.289,209204.1062
148,167,1180,8TH AVE LINE,IND,IND-A-BP-CP-D-E-F-MP-W 4 ST,984165,206057,W 4th St - Washington Sq (Lower),B-D-F-M,"B,M-weekdays and evenings, D,F-all times",984112.9894,206086.9728
147,168,1179,8TH AVE LINE,IND,IND-AL-CP-E-SPRING ST,983214,203861,Spring St,A-C-E,"A-nights, C-all other times, E-all times",983213.5078,203860.689
164,169,1178,8TH AVE LINE,IND,IND-A-CP-E-CANAL ST,982801,201892,Canal St - Holland Tunnel,A-C-E,"A,E-all times, C-all times exc nights",982800.7906,201892.2096
110,170,1216,8TH AVE LINE,IND,IND-A-CP-CHAMBERS ST,981870,199447,Chambers St,A-C,"A-all times, C-all times exc nights",981870.1802,199446.4528
163,171,1177,8TH AVE LINE,IND,IND-E-WORLD TRADE CENTER,981549,198883,World Trade Center,E,E-all times,981540.1594,198888.5446
109,172,1217,8TH AVE LINE,IND,IND-A-CP-BROADWAY NASSAU ST,982137,198008,Fulton St,A-C,"A-all times, C-all times exc nights",982117.1608,198019.698
487,173,1218,8TH AVE LINE,IND,IND-A-CP-HIGH ST,986876,194064,High St,A-C,"A-all times, C-all times exc nights",986875.615,194071.8492
117,174,1219,8TH AVE LINE,IND,IND-A-CP-F-JAY ST-BOROUGH HALL,987795,191562,Jay St - MetroTech,A-C-F,"A,F-all times, C-all times exc nights",987773.6056,191513.7822
116,175,1220,FULTON ST LINE,IND,IND-A-CP-G-HOYT-SCHERMERHORN STS,988400,190083,Hoyt - Schermerhorn Sts,A-C-G,"A,G-all times, C-all times exc nights",988422.8428,190134.2548
488,176,1221,FULTON ST LINE,IND,IND-AL-CP-LAFAYETTE AVE,991476,189247,Lafayette Ave,A-C,"A-nights, C-all other times",991475.7256,189246.8794
211,177,1222,FULTON ST LINE,IND,IND-AL-CP-CLINTON AV-WSHGTN AV,993725,188209,Clinton - Washington Aves,A-C,"A-nights, C-all other times",993724.6964,188208.9484
210,178,1223,FULTON ST LINE,IND,IND-AL-CP-FRANKLIN AVE,996219,187524,Franklin Ave,A-C,"A-nights, C-all other times",996218.6212,187524.6278
241,179,1224,FULTON ST LINE,IND,IND-A-CP-NOSTRAND AVE,998000,187182,Nostrand Ave,A-C,"A-all times, C-all times exc nights",997999.9584,187182.322
253,180,1225,FULTON ST LINE,IND,IND-AL-CP-KINGSTON AV-THROOP AVE,1000654,186995,Kingston - Throop Aves,A-C,"A-nights, C-all other times",1000653.608,186994.8336
16,181,1226,FULTON ST LINE,IND,IND-A-CP-UTICA AVE,1003463,186795,Utica Ave,A-C,"A-all times, C-all times exc nights",1003463.074,186787.1156
15,182,1227,FULTON ST LINE,IND,IND-AL-CP-RALPH AVE,1006221,186600,Ralph Ave,A-C,"A-nights, C-all other times",1006221.526,186599.8822
227,183,1228,FULTON ST LINE,IND,IND-AL-CP-ROCKAWAY AVE,1008674,186426,Rockaway Ave,A-C,"A-nights, C-all other times",1008673.615,186426.2782
136,184,1229,FULTON ST LINE,IND,IND-A-CP-BROADWAY JUNCTION,1010513,186426,Broadway Junction,A-C,"A-all times, C-all times exc nights",1010511.892,186422.6424
135,185,1230,FULTON ST LINE,IND,IND-AL-CP-LIBERTY AVE,1012946,185047,Liberty Ave,A-C,"A-nights, C-all other times",1012946.517,185047.2724
360,186,1231,FULTON ST LINE,IND,IND-AL-CP-VAN SICLEN AVE,1014664,184382,Van Siclen Ave,A-C,"A-nights, C-all other times",1014664.017,184382.0474
379,187,1232,FULTON ST LINE,IND,IND-AL-CP-SHEPHERD AVE,1017329,184903,Shepherd Ave,A-C,"A-nights, C-all other times",1017328.594,184902.4632
378,188,1233,FULTON ST LINE,IND,IND-A-CP-EUCLID AVE,1019726,185360,Euclid Ave,A-C-S,"S to Ozone Park-Lefferts Blvd-nights, C-all other times, A-all times",1019725.714,185359.935
236,189,1234,FULTON ST LINE,IND,IND-A-GRANT AVE,1021682,185971,Grant Ave,A-S,"A-all times, S Euclid Av to Ozone Park-Lefferts Blvd-nights",1021683.073,185969.2752
235,190,1235,FULTON ST LINE,IND,IND-A-80 ST,1023361,186821,80th St,A-S,"A-all times, S Euclid Av to Ozone Park-Lefferts Blvd-nights",1023360.618,186823.6318
347,191,1236,FULTON ST LINE,IND,IND-A-88 ST,1025447,186996,88th St,A-S,"A-all times, S Euclid Av to Ozone Park-Lefferts Blvd-nights",1025447.055,186995.6214
382,192,1237,FULTON ST LINE,IND,IND-A-ROCKAWAY BLVD,1027559,187214,Rockaway Blvd,A-S,"A-all times, S Euclid Av to Ozone Park-Lefferts Blvd-nights",1027559.733,187211.4606
407,193,1238,FULTON ST LINE,IND,IND-AP-104 ST,1029270,187684,104th St,A-S,"S Euclid Av to Ozone Park-Lefferts Blvd-nights, A-all other times",1029269.127,187684.8922
409,194,1239,FULTON ST LINE,IND,IND-AP-111 ST,1030799,188641,111th St,A-S,"S Euclid Av to Ozone Park-Lefferts Blvd-nights, A-all other times",1030797.728,188643.2524
408,195,1240,FULTON ST LINE,IND,IND-AP-OZONE PARK- LEFFERTS BLVD,1032563,189235,Ozone Park - Lefferts Blvd,A-S,"S to Euclid Av-nights, A-all other times",1032563.026,189234.8694
237,196,1467,ROCKAWAY LINE,IND,IND-A-AQUEDUCT RACETRACK,1029766,184182,Aqueduct Racetrack,A,"A-to Manhattan only, racing days only",1029763.987,184181.57
405,197,1241,ROCKAWAY LINE,IND,IND-A-AQUEDUCT NORTH CONDUIT AV,1030284,182776,Aqueduct - North Conduit Av,A,A-all times,1030284.277,182775.6088
404,198,1242,ROCKAWAY LINE,IND,IND-A-HOWARD BEACH-JFK AIRPORT,1031332,179951,Howard Beach - JFK Airport,A,A-all times,1031325.047,179948.7558
403,199,1243,ROCKAWAY LINE,IND,IND-A-S-BROAD CHANNEL,1035386,160987,Broad Channel,A-S,"A,S to Rockaway Park-all times",1035348.992,160977.5348
339,200,1250,ROCKAWAY LINE,IND,IND-AR-S-BEACH 90 ST,1036008,153589,Beach 90th St,A-S,"A-rush hours AM northbound, PM southbound, S Broad Channel to Rockaway Park-all times",1036010.491,153568.1768
337,201,1251,ROCKAWAY LINE,IND,IND-AR-S-BEACH 98 ST,1034102,152599,Beach 98th St,A-S,"A-rush hours AM northbound, PM southbound, S Broad Channel to Rockaway Park-all times",1034089.432,152574.5714
336,202,1252,ROCKAWAY LINE,IND,IND-AR-S-BEACH 105 ST,1032142,151824,Beach 105th St,A-S,"A-rush hours AM northbound, PM southbound, S Broad Channel to Rockaway Park-all times",1032148.992,151800.335
338,203,1253,ROCKAWAY LINE,IND,IND-AR-S-BEACH 116 ST,1029919,150977,Rockaway Park - Beach 116 St,A-S,"A-rush hours AM northbound, PM southbound, S to Broad Channel-all times",1029920.773,150953.0458
340,204,1244,ROCKAWAY LINE,IND,IND-A-BEACH 67 ST,1040651,154632,Beach 67th St,A,A-all times,1040650.881,154633.1152
335,205,1245,ROCKAWAY LINE,IND,IND-A-BEACH 60 ST,1042983,155165,Beach 60th St,A,A-all times,1042983.402,155165.1316
334,206,1246,ROCKAWAY LINE,IND,IND-A-BEACH 44 ST,1046457,155381,Beach 44th St,A,A-all times,1046456.966,155381.0672
341,207,1247,ROCKAWAY LINE,IND,IND-A-BEACH 36 ST,1048631,156281,Beach 36th St,A,A-all times,1048631.409,156281.1466
342,208,1248,ROCKAWAY LINE,IND,IND-A-BEACH 25 ST,1050521,157987,Beach 25th St,A,A-all times,1050521.549,157986.7646
372,209,1249,ROCKAWAY LINE,IND,IND-A-FAR ROCKAWAY-MOTT AVE,1052169,159423,Far Rockaway - Mott Ave,A,A-all times,1052169.082,159422.8856
462,210,1215,CONCOURSE LINE,IND,IND-D-NORWOOD-205 ST,1017753,258018,Norwood - 205th St,D,D-all times,1017712.244,257984.0286
448,211,1214,CONCOURSE LINE,IND,IND-BP-D-BEDFORD PARK BLVD,1015463,257444,Bedford Park Blvd,B-D,"B-rush hours, D-all times",1015461.916,257444.523
447,212,1213,CONCOURSE LINE,IND,IND-BP-D-KINGSBRIDGE RD,1013704,255159,Kingsbridge Rd,B-D,"B-rush hours, D-all times",1013665.682,255177.8588
445,213,1212,CONCOURSE LINE,IND,IND-BP-D-FORDHAM RD,1012534,253087,Fordham Rd,B-D,"B-rush hours, D-all times",1012529.037,253088.9928
322,214,1211,CONCOURSE LINE,IND,IND-BP-DP-182 ST-183 ST,1011708,251191,182nd-183rd Sts,B-D,"B-rush hours, D-all times, skips rush hours AM southbound, PM northbound",1011705.747,251191.5932
321,215,1210,CONCOURSE LINE,IND,IND-BP-D-TREMONT AVE,1010469,249119,Tremont Ave,B-D,"B-rush hours, D-all times",1010469.379,249118.9784
328,216,1209,CONCOURSE LINE,IND,IND-BP-DP-174 ST-175 ST,1009113,247474,174th-175th Sts,B-D,"B-rush hours, D-all times, skips rush hours AM southbound, PM northbound",1009113.939,247473.4192
327,217,1208,CONCOURSE LINE,IND,IND-BP-DP-170 ST,1008212,245071,170th St,B-D,"B-rush hours, D-all times, skips rush hours AM southbound, PM northbound",1008206.344,245072.98
14,218,1207,CONCOURSE LINE,IND,IND-BP-DP-167 ST,1006822,243052,167th St,B-D,"B-rush hours, D-all times, skips rush hours AM southbound, PM northbound",1006822.402,243051.9792
13,219,1206,CONCOURSE LINE,IND,IND-BP-DP-161 ST,1004826,240914,161st St - Yankee Stadium,B-D,"B-rush hours, D-all times, skips rush hours AM southbound, PM northbound",1004826.959,240916.5348
12,220,1205,CONCOURSE LINE,IND,IND-BP-DP-155 ST,1001350,241724,155th St,B-D,"B-rush hours, D-all times, skips rush hours AM southbound, PM northbound",1001350.014,241723.8572
93,221,1303,63RD ST LINE,IND,IND-F-21 ST-QUEENSBRIDGE,1000337,213890,21st St - Queensbridge,F,F-all times,1000333.707,213891.2348
99,222,1302,63RD ST LINE,IND,IND-F-ROOSEVELT ISLAND,997206,215867,Roosevelt Island - Main St,F,F-all times,997198.6076,215857.1616
98,223,1301,63RD ST LINE,IND,IND-F-Q-LEXINGTON AVE-63 ST,993644,217850,Lexington Ave - 63rd St,F-Q,"F-all times, Q all times",993642.088,217850.478
97,224,1300,6TH AVE LINE,IND,IND-F-57 ST,990519,217654,57th St,F,F-all times,990519.2042,217654.3698
96,225,1299,6TH AVE LINE,IND,IND-BP-D-F-MP-47 ST-50 ST,989422,215671,47th-50th Sts - Rockefeller Ctr,B-D-F-M,"B,M-weekdays and evenings, D,F-all times",989419.212,215672.1998
275,226,1298,6TH AVE LINE,IND,IND-BP-D-F-MP-42 ST,988519,214047,42nd St - Bryant Pk,B-D-F-M,"B,M-weekdays and evenings, D,F-all times",988519.2488,214046.6958
115,227,1297,6TH AVE LINE,IND,IND-BP-D-F-MP-34 ST-HERALD SQ,987638,212445,Herald Sq - 34th St,B-D-F-M,"B,M-weekdays and evenings, D,F-all times",987634.9586,212437.2746
114,228,1296,6TH AVE LINE,IND,IND-F-MP-23 ST,986255,209955,23rd St,F-M,"F-all times, M-weekdays and evenings",986243.9266,209938.3774
204,229,1295,6TH AVE LINE,IND,IND-F-MP-14 ST,985301,208233,14th St,F-M,"F-all times, M-weekdays and evenings",985301.6046,208232.4134
189,230,1294,HOUSTON/ESSEX ST LINE,IND,IND-BP-D-F-MP-BROADWAY,985302,203522,Broadway - Lafayette St,B-D-F-M,"B,M-weekdays and evenings, D,F-all times",985301.9018,203521.1256
188,231,1293,6TH AVE LINE,IND,IND-BP-D-GRAND ST,985982,200961,Grand St,B-D,"B-weekdays and evenings, D-all times",985978.5488,200961.6886
120,232,1304,HOUSTON/ESSEX ST LINE,IND,IND-F-LOWER EAST SIDE-2 AVENUE,987039,202831,Lower East Side - 2nd Ave,F,F-all times,987060.4038,202825.5304
119,233,1305,HOUSTON/ESSEX ST LINE,IND,IND-F-DELANCEY ST,987555,201112,Delancey St - Essex St,F,F-all times,987540.3128,201116.3038
118,234,1306,HOUSTON/ESSEX ST LINE,IND,IND-F-EAST BROADWAY,986973,199353,East Broadway,F,F-all times,986972.6716,199353.364
485,235,1307,HOUSTON/ESSEX ST LINE,IND,IND-F-YORK ST,987887,194212,York St,F,F-all times,987902.304,194211.501
125,236,1343,CULVER/6TH AVE LINE,IND,IND-F-G-BERGEN ST,986814,189245,Bergen St,F-G,"F,G-all times",986784.565,189257.5714
144,237,1344,CULVER/6TH AVE LINE,IND,IND-F-G-CARROLL ST,985652,187118,Carroll St,F-G,"F,G-all times",985619.211,187126.9726
124,238,1345,CULVER/6TH AVE LINE,IND,IND-F-G-SMITH ST-9 ST,985390,184702,Smith - 9th Sts,F-G,"F,G-all times",985309.63,184745.694
123,239,1346,CULVER/6TH AVE LINE,IND,IND-F-G-4 AVE,987085,183475,4th Av - 9th St,F-G,"F,G-all times",987035.556,183503.4914
215,240,1347,CULVER/6TH AVE LINE,IND,IND-F-G-7 AVE,989729,182008,7th Ave,F-G,"F,G-all times",989713.11,182018.0748
214,241,1348,CULVER/6TH AVE LINE,IND,IND-F-G-15 ST-PROSPECT PARK,989872,179746,15th St - Prospect Park,F-G,"F,G-all times",989867.1624,179732.8766
216,242,1349,CULVER/6TH AVE LINE,IND,IND-F-G-FORT HAMILTON PKWY,990972,176375,Ft Hamilton Pkwy,F-G,"F,G-all times",990978.5418,176361.9542
217,243,1350,CULVER/6TH AVE LINE,IND,IND-F-G-CHURCH AVE,989878,174003,Church Ave,F-G,"F,G-all times",989870.693,174048.957
29,244,1351,CULVER LINE,IND,IND-F-DITMAS AVE,990308,171032,Ditmas Ave,F,F-all times,990305.1736,171052.8898
28,245,1352,CULVER LINE,IND,IND-F-18 AVE,990642,168714,18th Ave,F,F-all times,990653.5572,168625.6604
85,246,1353,CULVER LINE,IND,IND-F-AVE I,990893,166988,Ave I,F,F-all times,990896.019,166984.362
82,247,1354,CULVER LINE,IND,IND-F-BAY PKY,991119,165427,Bay Pky,F,F-all times,991115.1106,165444.381
81,248,1355,CULVER LINE,IND,IND-F-AVE N,991455,163104,Ave N,F,F-all times,991455.5444,163089.0896
80,249,1356,CULVER LINE,IND,IND-F-AVE P,991746,161095,Ave P,F,F-all times,991749.0486,161080.4134
66,250,1357,CULVER LINE,IND,IND-F-KINGS HWY,991926,159061,Kings Hwy,F,F-all times,991921.9816,159041.0104
65,251,1358,CULVER LINE,IND,IND-F-AVE U,991644,156389,Ave U,F,F-all times,991639.868,156378.5894
74,252,1359,CULVER LINE,IND,IND-F-AVE X,991397,154030,Ave X,F,F-all times,991400.6016,153989.9202
73,253,1360,CULVER LINE,IND,IND-F-NEPTUNE AVE,991308,150856,Neptune Ave,F,F-all times,991320.5074,150888.4682
469,254,1277,QUEENS BLVD LINE,IND,IND-F-JAMAICA-179 ST,1044182,198986,Jamaica - 179th St,F,F-all times,1044252.949,199010.3898
344,255,1276,QUEENS BLVD LINE,IND,IND-F-169 ST,1041507,198205,169th St,F,F-all times,1041467.491,198187.1832
343,256,1275,QUEENS BLVD LINE,IND,IND-F-PARSONS BLVD,1038788,197125,Parsons Blvd,F,F-all times,1038787.805,197125.528
414,257,1274,QUEENS BLVD LINE,IND,IND-F-SUTPHIN BLVD,1036698,196336,Sutphin Blvd,F,F-all times,1036696.943,196338.7628
410,258,1273,QUEENS BLVD LINE,IND,IND-EL-F-VAN WYCK BLVD,1033962,197694,Briarwood - Van Wyck Blvd,E-F,"E-evenings, weekends, nights, F-all times",1033980.096,197693.8274
310,259,1272,QUEENS BLVD LINE,IND,IND-E-F-KEW GARDENS- UNION TPK,1031275,199464,Kew Gardens - Union Tpke,E-F,"E,F-all times",1031257.251,199477.2184
309,260,1271,QUEENS BLVD LINE,IND,IND-EP-F-75 AVE,1029456,200922,75th Ave,E-F,"E-evenings, weekends, nights, F-all times",1029505.699,200983.368
411,261,1270,QUEENS BLVD LINE,IND,IND-E-F-MP-RP-71 AV,1027349,202211,Forest Hills - 71st Av,E-F-M-R,"E,F-all times, M-weekdays and evenings, R-all times exc nights",1027349.532,202241.6724
349,262,1269,QUEENS BLVD LINE,IND,IND-EL-MP-RP-67 AVE,1025033,203996,67th Ave,E-M-R,"E-nights, R-all other times, M-weekdays and evenings",1025063.632,204034.0336
348,263,1268,QUEENS BLVD LINE,IND,IND-EL-MP-RP-63 DR-REGO PARK,1022603,205180,63rd Dr - Rego Park,E-M-R,"E-nights, R-all other times, M-weekdays and evenings",1022609.215,205213.0318
388,264,1267,QUEENS BLVD LINE,IND,IND-EL-MP-RP-WOODHAVEN BLVD,1020436,206391,Woodhaven Blvd - Queens Mall,E-M-R,"E-nights, R-all other times, M-weekdays and evenings",1020444.199,206416.4812
401,265,1266,QUEENS BLVD LINE,IND,IND-EL-MP-RP-GRAND AVE-NEWTOWN,1018275,207741,Grand Ave - Newtown,E-M-R,"E-nights, R-all other times, M-weekdays and evenings",1018317.287,207734.9292
402,266,1265,QUEENS BLVD LINE,IND,IND-EL-MP-RP-ELMHURST AVE,1016939,209764,Elmhurst Ave,E-M-R,"E-nights, R-all other times, M-weekdays and evenings",1016940.866,209795.6908
200,267,1264,QUEENS BLVD LINE,IND,IND-E-F-MP-RP-ROOSEVELT AV,1014370,211280,Jackson Hts - Roosevelt Av,E-F-M-R,"E,F-all times, M-weekdays and evenings, R-all times exc nights",1014346.153,211315.6192
387,268,1263,QUEENS BLVD LINE,IND,IND-EL-MP-RP-65 ST,1012293,212436,65th St,E-M-R,"E-nights, R-all other times, M-weekdays and evenings",1012301.898,212464.9984
396,269,1262,QUEENS BLVD LINE,IND,IND-EL-MP-RP-NORTHERN BLVD,1010276,213565,Northern Blvd,E-M-R,"E-nights, R-all other times, M-weekdays and evenings",1010277.719,213594.6774
395,270,1261,QUEENS BLVD LINE,IND,IND-EL-MP-RP-46 ST,1008209,214835,46th St,E-M-R,"E-nights, R-all other times, M-weekdays and evenings",1008242.501,214844.3272
18,271,1260,QUEENS BLVD LINE,IND,IND-EL-MP-RP-STEINWAY ST,1006268,215078,Steinway St,E-M-R,"E-nights, R-all other times, M-weekdays and evenings",1006239.785,215071.57
17,272,1259,QUEENS BLVD LINE,IND,IND-EL-MP-RP-36 ST,1003917,213244,36th St,E-M-R,"E-nights, R-all other times, M-weekdays and evenings",1003920.013,213271.2664
27,273,1258,QUEENS BLVD LINE,IND,IND-E-MP-RP-QUEENS PLAZA,1001668,212134,Queens Plz,E-M-R,"E-all times, M-weekdays and evenings, R-all times exc nights",1001638.685,212153.5772
287,274,1257,QUEENS BLVD LINE,IND,IND-E-MP-23 ST-ELY AV,999197,211713,Court Sq - 23rd St,E-M,"E-all times, M-weekdays and evenings",999212.4144,211741.7146
265,275,1256,QUEENS BLVD LINE,IND,IND-E-MP-LEXINGTON AVE-53 ST,992818,215244,Lexington Ave - 53rd St,E-M,"E-all times, M-weekdays and evenings",992824.0402,215276.548
264,276,1255,QUEENS BLVD LINE,IND,IND-E-MP-5 AVE-53 ST,991107,216198,5th Ave - 53rd St,E-M,"E-all times, M-weekdays and evenings",991112.943,216225.809
95,277,1254,QUEENS BLVD LINE,IND,IND-BP-D-E-7 AVE,989320,217248,7th Ave,B-D-E,"D,E-all times, B-weekdays and evenings",989336.547,217207.8746
416,278,1280,ARCHER AVE LINE,IND,IND-E-J-ZR-JAMAICA CENTER,1039400,195121,Jamaica Ctr - Parsons / Archer,E-J-Z,"E,J-all times, Z-rush hours AM westbound, PM eastbound",1039435.442,195171.594
354,279,1279,ARCHER AVE LINE,IND,IND-E-J-ZR-SUTPHIN BLVD,1037486,194503,Sutphin Blvd - Archer Av,E-J-Z,"E,J-all times, Z-rush hours AM westbound, PM eastbound",1037479.42,194539.6102
415,280,1278,ARCHER AVE LINE,IND,IND-E-JAMAICA-VAN WYCK,1034987,195414,Jamaica - Van Wyck,E,E-all times,1034991.319,195360.687
288,281,1292,CROSSTOWN LINE,IND,IND-G-LONG ISLAND CITY- COURT SQ,999818,211181,Long Island City - Court Sq,G,G-all times,999783.9914,211255.8754
289,282,1291,CROSSTOWN LINE,IND,IND-G-21 ST,998216,210387,21st St,G,G-all times,998199.556,210373.3982
257,283,1290,CROSSTOWN LINE,IND,IND-G-GREENPOINT AVE,996881,205700,Greenpoint Ave,G,G-all times,996877.644,205700.1584
256,284,1289,CROSSTOWN LINE,IND,IND-G-NASSAU AVE,997781,203228,Nassau Ave,G,G-all times,997778.4556,203226.5514
278,285,1288,CROSSTOWN LINE,IND,IND-G-METROPOLITAN AVE,997717,198963,Metropolitan Ave,G,G-all times,997719.3734,198963.3578
283,286,1287,CROSSTOWN LINE,IND,IND-G-BROADWAY,998026,196541,Broadway,G,G-all times,998048.4678,196259.473
113,287,1286,CROSSTOWN LINE,IND,IND-G-FLUSHING AVE,998049,194446,Flushing Ave,G,G-all times,998053.281,194411.414
112,288,1285,CROSSTOWN LINE,IND,IND-G-MYRTLE AV-WILLOUGHBY AVE,998374,192349,Myrtle-Willoughby Aves,G,G-all times,998376.6508,192349.6666
213,289,1284,CROSSTOWN LINE,IND,IND-G-BEDFORD AV-NOSTRAND AVENUE,997139,190530,Bedford - Nostrand Aves,G,G-all times,997139.4448,190529.674
212,290,1283,CROSSTOWN LINE,IND,IND-G-CLASSON AVE,995346,190260,Classon Ave,G,G-all times,995346.1872,190257.591
229,291,1282,CROSSTOWN LINE,IND,IND-G-CLINTON AV-WASHINGTON AV,993458,189969,Clinton - Washington Aves,G,G-all times,993458.6226,189968.5622
228,292,1281,CROSSTOWN LINE,IND,IND-G-FULTON ST,991079,189613,Fulton St,G,G-all times,991079.8226,189609.945
455,293,1037,BROADWAY/7TH AVE LINE,IRT,IRT-1-VAN CORTLANDT PARK,1012291,263271,Van Cortlandt Park - 242nd St,1,1-all times,1012289.418,263266.813
454,294,1036,BROADWAY/7TH AVE LINE,IRT,IRT-1-238 ST,1011661,261601,238th St,1,"1-all times, exit only northbound",1011657.731,261602.3122
450,295,1035,BROADWAY/7TH AVE LINE,IRT,IRT-1-231 ST,1010567,259483,231st St,1,1-all times,1010566.68,259483.1482
449,296,1034,BROADWAY/7TH AVE LINE,IRT,IRT-1-MARBLE HILL-225 STREET,1009187,257917,Marble Hill - 225th St,1,1-all times,1009193.715,257907.7104
451,297,1033,BROADWAY/7TH AVE LINE,IRT,IRT-1-215 ST,1007682,256051,215th St,1,1-all times,1007685.163,256049.1318
452,298,1032,BROADWAY/7TH AVE LINE,IRT,IRT-1-207 ST,1006704,254290,207th St,1,1-all times,1006702.75,254290.9334
477,299,1031,BROADWAY/7TH AVE LINE,IRT,IRT-1-DYCKMAN ST,1004848,252801,Dyckman St,1,1-all times,1004831.294,252810.1188
332,300,1030,BROADWAY/7TH AVE LINE,IRT,IRT-1-191 ST,1003777,250867,191st St,1,1-all times,1003777.121,250866.9238
330,301,1029,BROADWAY/7TH AVE LINE,IRT,IRT-1-181 ST,1002621,248782,181st St,1,1-all times,1002621.308,248781.9806
329,302,1028,BROADWAY/7TH AVE LINE,IRT,IRT-1-168 ST,1000815,245520,168th St,1,1-all times,1000812.996,245521.0472
293,303,1027,BROADWAY/7TH AVE LINE,IRT,IRT-1-157 ST,999500,243146,157th St,1,1-all times,999499.5232,243146.0314
292,304,1026,BROADWAY/7TH AVE LINE,IRT,IRT-1-145 ST,997988,240416,145th St,1,1-all times,997988.0752,240415.9426
323,305,1025,BROADWAY/7TH AVE LINE,IRT,IRT-1-137 ST,997071,238760,137th St - City College,1,1-all times,997070.8,238760.435
478,306,1024,BROADWAY/7TH AVE LINE,IRT,IRT-1-125 ST,995773,236418,125th St,1,1-all times,995772.417,236418.0978
314,307,1023,BROADWAY/7TH AVE LINE,IRT,IRT-1-116 ST,994186,233554,116th St - Columbia University,1,1-all times,994186.2888,233553.4562
313,308,1022,BROADWAY/7TH AVE LINE,IRT,IRT-1-CATHEDRAL PKWY,993428,232186,Cathedral Pkwy (110th St),1,1-all times,993427.9442,232185.7916
295,309,1021,BROADWAY/7TH AVE LINE,IRT,IRT-1-103 ST,993005,230538,103rd St,1,1-all times,993007.4122,230537.3682
294,310,1020,BROADWAY/7TH AVE LINE,IRT,IRT-1-2-3-96 STREET,991913,228524,96th St,1/2/03,"1,2,3-all times",991912.8438,228524.5406
305,311,1019,BROADWAY/7TH AVE LINE,IRT,IRT-1-2L-86 ST,990836,226602,86th St,2-Jan,"1-all times, 2-nights",990836.2184,226601.5958
304,312,1018,BROADWAY/7TH AVE LINE,IRT,IRT-1-2L-79 ST,989812,224886,79th St,2-Jan,"1-all times, 2-nights",989811.2816,224885.9668
303,313,1017,BROADWAY/7TH AVE LINE,IRT,IRT-1-2-3-72 STREET,989243,222889,72nd St,1/2/03,"1,2,3-all times",989239.6774,222882.7714
308,314,1016,BROADWAY/7TH AVE LINE,IRT,IRT-1-2L-66 ST-LINCOLN CENTER,989178,221062,66th St - Lincoln Ctr,2-Jan,"1-all times, 2-nights",989177.0376,221062.3454
90,315,1015,BROADWAY/7TH AVE LINE,IRT,IRT-1-2L-59 ST,989256,219170,59th St - Columbus Circle,2-Jan,"1-all times, 2-nights",989240.884,219167.269
89,316,1014,BROADWAY/7TH AVE LINE,IRT,IRT-1-2L-50 ST,988724,216795,50th St,2-Jan,"1-all times, 2-nights",988724.0466,216795.2164
106,317,1013,BROADWAY/7TH AVE LINE,IRT,IRT-1-2-3-TIMES SQ-42 STREET,987715,214449,Times Sq - 42nd St,1/2/03,"1,2,3-all times",987712.1492,214450.52
105,318,1012,BROADWAY/7TH AVE LINE,IRT,IRT-1-2-3P-34 STREET,986728,212658,34th St - Penn Station,1/2/03,"1,2,3-all times",986724.7628,212659.3394
197,319,1011,BROADWAY/7TH AVE LINE,IRT,IRT-1-2L-28 ST,986088,211507,28th St,2-Jan,"1-all times, 2-nights",986086.5092,211508.2102
196,320,1010,BROADWAY/7TH AVE LINE,IRT,IRT-1-2L-23 ST,985453,210365,23rd St,2-Jan,"1-all times, 2-nights",985453.2904,210365.4998
202,321,1009,BROADWAY/7TH AVE LINE,IRT,IRT-1-2L-18 ST,984840,209257,18th St,2-Jan,"1-all times, 2-nights",984839.5062,209257.7308
201,322,1008,BROADWAY/7TH AVE LINE,IRT,IRT-1-2-3P-14 STREET,984194,208087,14th St,1/2/03,"1,2-all times, 3-all times exc nights",984191.9548,208087.5454
