SUBWYST_ID,STATION_ID,NYCT_ID,LINE,DIVISION,STAT_LABEL,DISP_X,DISP_Y,DISP_NAME,DISP_LINE,DISP_NOTE,X,Y
146,323,1007,BROADWAY/7TH AVE LINE,IRT,IRT-1-2L-CHRISTOPHER STREET,983445,206482,Christopher St - Sheridan Sq,2-Jan,"1-all times, 2-nights",983438.7878,206483.9196
145,324,1006,BROADWAY/7TH AVE LINE,IRT,IRT-1-2L-HOUSTON ST,982762,204598,Houston St,2-Jan,"1-all times, 2-nights",982761.9468,204598.1558
155,325,1005,BROADWAY/7TH AVE LINE,IRT,IRT-1-2L-CANAL ST,982510,202632,Canal St,2-Jan,"1-all times, 2-nights",982513.8208,202631.4248
185,326,1004,BROADWAY/7TH AVE LINE,IRT,IRT-1-2L-FRANKLIN ST,982341,201344,Franklin St,2-Jan,"1-all times, 2-nights",982337.7376,201344.0168
158,327,1003,BROADWAY/7TH AVE LINE,IRT,IRT-1-2-3P-CHAMBERS STREET,981681,199945,Chambers St,1/2/03,"1,2-all times, 3-all times exc nights",981680.1322,199945.1438
180,328,1002,BROADWAY/7TH AVE LINE,IRT,IRT-1-CORTLANDT ST,980871,198617,Cortlandt St,1,Temporarily closed,980877.2108,198616.2244
179,329,1001,BROADWAY/7TH AVE LINE,IRT,IRT-1-RECTOR ST,980429,197043,Rector St,1,1-all times,980427.5626,197043.1918
172,330,1000,BROADWAY/7TH AVE LINE,IRT,IRT-1-BROADWAY/ 7 AVENUE LINE,980599,194936,South Ferry,1,1-all times,980588.5842,194819.6842
157,331,1069,CLARK ST LINE,IRT,IRT-2-3P-PARK PL,981807,199060,Park Pl,3-Feb,"2-all times, 3-all times exc nights",981807.8524,199061.0884
156,332,1070,CLARK ST LINE,IRT,IRT-2-3P-FULTON ST,982428,197736,Fulton St,3-Feb,"2-all times, 3-all times exc nights",982427.3762,197736.4828
184,333,1071,CLARK ST LINE,IRT,IRT-2-3P-WALL ST,981727,196791,Wall St,3-Feb,"2-all times, 3-all times exc nights",981725.0636,196791.7742
209,334,1072,CLARK ST LINE,IRT,IRT-2-3P-CLARK ST,986167,193382,Clark St,3-Feb,"2-all times, 3-all times exc nights",986169.0874,193386.8466
160,335,1073,CLARK ST LINE,IRT,IRT-2-3P-BOROUGH HALL,987024,191835,Borough Hall,3-Feb,"2-all times, 3-all times exc nights",987037.4636,191840.3108
159,336,1074,EASTERN PKY LINE,IRT,IRT-2-3P-HOYT ST,988392,190861,Hoyt St,3-Feb,"2-all times, 3-all times exc nights",988391.853,190861.0934
242,337,1075,EASTERN PKY LINE,IRT,IRT-2-3P-4-5P-NEVINS STREET,989684,190047,Nevins St,2-3-4-5,"2,4-all times, 3-all times exc nights, 5-weekdays",989660.0146,190023.5524
226,338,1076,EASTERN PKY LINE,IRT,IRT-2-3P-4-5P-ATLANTIC AVENUE,990476,188630,Atlantic Av - Barclay&apos;s Center,2-3-4-5,"2,4-all times, 3-all times exc nights, 5-weekdays",990442.814,188606.9404
225,339,1077,EASTERN PKY LINE,IRT,IRT-2-3P-4L-BERGEN STREET,991184,187334,Bergen St,2/3/04,"4-nights, 3-all other times, 2-all times",991154.0442,187320.2632
224,340,1078,EASTERN PKY LINE,IRT,IRT-2-3P-4L-GRAND ARMY PLAZA,992306,185306,Grand Army Plaza,2/3/04,"4-nights, 3-all other times, 2-all times",992280.99,185283.8782
243,341,1079,EASTERN PKY LINE,IRT,IRT-2-3P-4L-EASTERN PY-BK MUSE,994175,184118,Eastern Pkwy - Bklyn Museum,2/3/04,"4-nights, 3-all other times, 2-all times",994138.1454,184120.8942
244,342,1080,EASTERN PKY LINE,IRT,IRT-2-3P-4-5P-FRANKLIN AVENUE,995873,183657,Franklin Ave,2-3-4-5,"2,4-all times, 3-all times exc nights, 5-weekdays",995865.3536,183629.538
208,343,1081,EASTERN PKY LINE,IRT,IRT-3P-4L-NOSTRAND AVENUE,998002,183357,Nostrand Ave,4-Mar,"4-nights, 3-all other times",997991.646,183330.6356
252,344,1082,EASTERN PKY LINE,IRT,IRT-3P-4L-KINGSTON AVENUE,1000295,183192,Kingston Ave,4-Mar,"4-nights, 3-all other times",1000295.094,183162.6474
251,345,1083,EASTERN PKY LINE,IRT,IRT-3P-4-CROWN HTS-UTICA AVENUE,1002855,183010,Crown Hts - Utica Ave,4-Mar,"3-all times exc nights, 4-all times",1002852.623,182981.2978
370,346,1084,EASTERN PKY LINE,IRT,IRT-3P-4L-SUTTER AVE,1005745,181478,Sutter Ave - Rutland Road,4-Mar,"4-nights, 3-all other times",1005718.888,181459.3442
369,347,1085,EASTERN PKY LINE,IRT,IRT-3P-4L-SARATOGA AVENUE,1007463,180301,Saratoga Ave,4-Mar,"4-nights, 3-all other times",1007464.641,180270.8682
366,348,1086,EASTERN PKY LINE,IRT,IRT-3P-4L-ROCKAWAY AVENUE,1009508,180699,Rockaway Ave,4-Mar,"4-nights, 3-all other times",1009511.549,180674.568
365,349,1087,EASTERN PKY LINE,IRT,IRT-3P-4L-JUNIUS STREET,1011314,181055,Junius St,4-Mar,"4-nights, 3-all other times",1011314.874,181024.8224
359,350,1088,EASTERN PKY LINE,IRT,IRT-3P-4L-PENNSYLVANIA AVENUE,1013412,181467,Pennsylvania Ave,4-Mar,"4-nights, 3-all other times",1013410.146,181432.882
358,351,1089,EASTERN PKY LINE,IRT,IRT-3P-4L-VAN SICLEN AVENUE,1014932,181762,Van Siclen Ave,4-Mar,"4-nights, 3-all other times",1014934.361,181737.3114
357,352,1090,EASTERN PKY LINE,IRT,IRT-3P-4L-NEW LOTS AVENUE,1016400,182054,New Lots Ave,4-Mar,"4-nights, 3-all other times",1016426.008,182034.4564
489,353,1091,NOSTRAND AVE LINE,IRT,IRT-2-5P-PRESIDENT STREET,997957,182608,President St,5-Feb,"2-all times, 5 weekdays",997930.479,182608.1024
250,354,1092,NOSTRAND AVE LINE,IRT,IRT-2-5P-STERLING STREET,997920,180746,Sterling St,5-Feb,"2-all times, 5-weekdays",997885.4398,180734.9308
249,355,1093,NOSTRAND AVE LINE,IRT,IRT-2-5P-WINTHROP STREET,998101,178519,Winthrop St,5-Feb,"2-all times, 5-weekdays",998067.3852,178516.3192
246,356,1094,NOSTRAND AVE LINE,IRT,IRT-2-5P-CHURCH AVE,998275,176407,Church Ave,5-Feb,"2-all times, 5-weekdays",998242.2018,176400.0642
245,357,1095,NOSTRAND AVE LINE,IRT,IRT-2-5P-BEVERLY RD,998445,174316,Beverly Rd,5-Feb,"2-all times, 5-weekdays",998413.993,174307.0704
247,358,1096,NOSTRAND AVE LINE,IRT,IRT-2-5P-NEWKIRK AVENUE,998598,172447,Newkirk Ave,5-Feb,"2-all times, 5-weekdays",998567.4568,172437.8214
248,359,1097,NOSTRAND AVE LINE,IRT,IRT-2-5P-FLATBUSH AVENUE,998810,169842,Brooklyn College - Flatbush Ave,5-Feb,"2-all times, 5-weekdays",998766.5748,169857.6898
436,360,1155,PELHAM LINE,IRT,IRT-6-6X-PELHAM BAY PARK,1031800,249899,Pelham Bay Park,6-6 Express,"6 Express-weekdays AM southbound, PM northbound, 6-all other times",1032073.169,250067.2934
435,361,1154,PELHAM LINE,IRT,IRT-6-6X-BUHRE AVE,1030573,247837,Buhre Ave,6-6 Express,"6 Express-weekdays AM southbound, PM northbound, 6-all other times",1030576.058,247834.5048
465,362,1153,PELHAM LINE,IRT,IRT-6-6X-MIDDLETOWN RD,1029537,246762,Middletown Rd,6-6 Express,"6 Express-weekdays AM southbound, PM northbound, 6-all other times",1029533.765,246764.938
464,363,1152,PELHAM LINE,IRT,IRT-6-6X-WESTCHESTER SQ,1027705,245312,Westchester Sq - E Tremont Ave,6-6 Express,"6 Express-weekdays AM southbound, PM northbound, 6-all other times",1027705.685,245310.9698
466,364,1151,PELHAM LINE,IRT,IRT-6-6X-ZEREGA AVE,1026577,244069,Zerega Ave,6-6 Express,"6 Express-weekdays AM southbound, PM northbound, 6-all other times",1026575.557,244070.783
423,365,1150,PELHAM LINE,IRT,IRT-6-6X-CASTLE HILL AVE,1025420,243254,Castle Hill Ave,6-6 Express,"6 Express-weekdays AM southbound, PM northbound, 6-all other times",1025420.543,243251.382
422,366,1149,PELHAM LINE,IRT,IRT-6-6X- E 177 ST,1022766,242875,Parkchester,6-6 Express,"6-all times, 6 Express-weekdays AM southbound, PM northbound",1022767.507,242865.0038
457,367,1148,PELHAM LINE,IRT,IRT-6-ST LAWRENCE AVE,1020885,242246,St Lawrence Ave,6,6-all times,1020883.464,242248.7752
421,368,1147,PELHAM LINE,IRT,IRT-6-MORRISON-SOUND VIEW AVENUE,1018977,241519,Morrison Av - Soundview,6,6-all times,1018975.737,241521.637
420,369,1146,PELHAM LINE,IRT,IRT-6-ELDER AVE,1017692,241176,Elder Ave,6,6-all times,1017692.3,241175.5032
433,370,1145,PELHAM LINE,IRT,IRT-6-WHITLOCK AVE,1015722,240423,Whitlock Ave,6,6-all times,1015724.934,240422.545
425,371,1144,PELHAM LINE,IRT,IRT-6-6X-HUNTS POINT AVE,1014544,238390,Hunts Point Ave,6-6 Express,"6-all times, 6 Express-weekdays AM southbound, PM northbound",1014543.651,238389.3896
424,372,1143,PELHAM LINE,IRT,IRT-6-LONGWOOD AVE,1012917,236623,Longwood Ave,6,6-all times,1012916.412,236622.8788
430,373,1142,PELHAM LINE,IRT,IRT-6-E 149 ST,1010797,235168,E 149th St,6,6-all times,1010793.042,235177.562
440,374,1141,PELHAM LINE,IRT,IRT-6-E 143 ST,1009813,233929,E 143rd St - St Mary&apos;s St,6,6-all times,1009812.961,233928.7202
432,375,1140,PELHAM LINE,IRT,IRT-6-CYPRESS AVE,1008047,232706,Cypress Ave,6,6-all times,1008047.14,232706.4906
8,376,1139,PELHAM LINE,IRT,IRT-6-BROOK AVE,1006607,233505,Brook Ave,6,6-all times,1006606.888,233505.1216
7,377,1138,PELHAM LINE,IRT,IRT-6-6X-3 AVE-138 STREET,1004697,234564,3rd Ave - 138th St,6-6 Express,"6-all times, 6 Express-weekdays AM southbound, PM northbound",1004700.651,234571.0436
490,378,1137,JEROME AVE LINE,IRT,IRT-4-WOODLAWN,1017776,262108,Woodlawn,4,4-all times,1017773.589,262109.4432
461,379,1136,JEROME AVE LINE,IRT,IRT-4-MOSHOLU PKY,1016147,259815,Mosholu Pkwy,4,4-all times,1016145.945,259816.075
442,380,1135,JEROME AVE LINE,IRT,IRT-4-BEDFORD PARK BOULEVARD,1014654,257504,Bedford Park Blvd - Lehman College,4,4-all times,1014652.3,257505.8226
441,381,1134,JEROME AVE LINE,IRT,IRT-4-KINGSBRIDGE RD,1012690,255443,Kingsbridge Rd,4,4-all times,1012688.089,255443.6078
162,382,1133,JEROME AVE LINE,IRT,IRT-4-FORDHAM RD,1011624,253635,Fordham Rd,4,4-all times,1011622.406,253636.5452
161,383,1132,JEROME AVE LINE,IRT,IRT-4-183 ST,1010839,252033,183rd St,4,4-all times,1010838.222,252033.3576
326,384,1131,JEROME AVE LINE,IRT,IRT-4-BURNSIDE AVE,1009789,250227,Burnside Ave,4,4-all times,1009791.34,250224.9972
325,385,1130,JEROME AVE LINE,IRT,IRT-4-176 ST,1008653,248414,176th St,4,4-all times,1008653.395,248413.8616
444,386,1129,JEROME AVE LINE,IRT,IRT-4-MT EDEN AVE,1007855,246939,Mt Eden Ave,4,4-all times,1007856.516,246938.1822
446,387,1128,JEROME AVE LINE,IRT,IRT-4-170 ST,1006997,245350,170th St,4,4-all times,1006996.457,245350.3696
6,388,1127,JEROME AVE LINE,IRT,IRT-4-167 ST,1006000,243696,167th St,4,4-all times,1006000.801,243695.3424
5,389,1126,JEROME AVE LINE,IRT,IRT-4-161 ST-YANKEE STADIUM,1004815,241033,161st St - Yankee Stadium,4,4-all times,1004777.352,240945.9792
319,390,1125,JEROME AVE LINE,IRT,IRT-4-149 ST,1004349,237415,149th St - Grand Concourse,4,4-all times,1004346.228,237444.5828
263,391,1124,JEROME AVE LINE,IRT,IRT-4P-5P-138 ST,1003668,235564,138th St - Grand Concourse,5-Apr,"4-all times, skips rush hours AM southbound, PM northbound, 5-all times exc nights",1003663.073,235567.189
186,392,1123,LEXINGTON AVE,IRT,IRT-4-5P-6-6X-125 STREET,1001527,232252,125th St,4-5-6-6 Express,"4,6-all times, 5-all times exc nights, 6 Express-weekdays AM southbound, PM northbound",1001527.36,232252.1128
300,393,1122,LEXINGTON AVE,IRT,IRT-4L-6-6X-116 ST,1000415,230244,116th St,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound",1000414.894,230244.2548
299,394,1121,LEXINGTON AVE,IRT,IRT-4L-6-6X-110 ST,999686,228929,110th St,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound",999685.9676,228929.2656
316,395,1120,LEXINGTON AVE,IRT,IRT-4L-6-6X-103 ST,998794,227318,103rd St,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound",998793.5022,227318.199
315,396,1119,LEXINGTON AVE,IRT,IRT-4L-6-6X-96 ST,997800,225522,96th St,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound",997799.8106,225522.2138
298,397,1118,LEXINGTON AVE,IRT,IRT-4-5P-6-6X-86 STREET,996550,223270,86th St,4-5-6-6 Express,"4,6-all times, 5-all times exc nights, 6 Express-weekdays AM southbound, PM northbound",996549.8736,223269.7964
297,398,1117,LEXINGTON AVE,IRT,IRT-4L-6-6X-77 ST,995364,221130,77th St,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound",995364.0114,221129.9052
92,399,1116,LEXINGTON AVE,IRT,IRT-4L-6-6X-68 ST,994258,219133,68th St - Hunter College,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound",994257.6984,219133.4192
91,400,1115,LEXINGTON AVE,IRT,IRT-4-5P-6-6X-59 ST,993124,217087,Lexington Ave - 59th St,4-5-6-6 Express,"4,6-all times, 5-all times exc nights, 6 Express-weekdays AM southbound, PM northbound",993123.869,217087.1076
277,401,1114,LEXINGTON AVE,IRT,IRT-4L-6-6X-51 ST,992029,215112,51st St,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound",992029.456,215112.3954
431,402,1113,FLUSHING LINE,IRT,IRT-4-5P-6-6X-GRND CTL 42 ST,990702,213181,Grand Central - 42nd St,4-5-6-6 Express,"4,6-all times, 5-all times exc nights, 6 Express-weekdays AM southbound, PM northbound",990664.444,213169.5292
270,403,1112,LEXINGTON AVE,IRT,IRT-4L-6-6X-33 ST,989217,211095,33rd St,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound",989216.8432,211094.4306
269,404,1111,LEXINGTON AVE,IRT,IRT-4L-6-6X-28 ST,988610,209997,28th St,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound",988611.1078,209997.1302
195,405,1110,LEXINGTON AVE,IRT,IRT-4L-6-6X-23 ST,987964,208829,23rd St,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound",987964.005,208829.2196
194,406,1109,LEXINGTON AVE,IRT,IRT-4-5P-6-6X-14 ST-UNION SQ,987035,206938,Union Sq - 14th St,4-5-6-6 Express,"4,6-all times, 5-all times exc nights, 6 Express-weekdays AM southbound, PM northbound",987039.9188,206938.2406
193,407,1108,LEXINGTON AVE,IRT,IRT-4L-6-6X-ASTOR PL,986725,205255,Astor Pl,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound",986726.3184,205254.3342
192,408,1107,LEXINGTON AVE,IRT,IRT-4L-6-6X-BLEECKER STREET,985730,203747,Bleecker St,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays PM",985729.9756,203747.2388
108,409,1106,LEXINGTON AVE,IRT,IRT-4L-6-6X-SPRING ST,985042,202430,Spring St,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound",985046.128,202428.0646
107,410,1105,LEXINGTON AVE,IRT,IRT-4L-6-6X-CANAL ST,984197,201156,Canal St,4-6-6 Express,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound",984196.3132,201155.9482
134,411,1104,LEXINGTON AVE,IRT,IRT-4-5P-6-6X- BROOKLYN BRIDGE,983105,199065,Brooklyn Bridge - City Hall,4-5-6-6 Express,"4,6-all times, 5-all times exc nights, 6 Express-weekdays AM southbound, PM northbound",983105.08,199065.0998
181,412,1103,LEXINGTON AVE,IRT,IRT-4-5P-FULTON ST,981614,198083,Fulton St,5-Apr,"4-all times, 5-weekdays",981613.5764,198082.9466
174,413,1102,LEXINGTON AVE,IRT,IRT-4-5P-WALL ST,980961,197059,Wall St,5-Apr,"4-all times, 5-weekdays",980961.2438,197058.8404
173,414,1101,LEXINGTON AVE,IRT,IRT-4-5P-BOWLING GREEN,980366,196096,Bowling Green,5-Apr,"4-all times, 5-all times exc nights",980361.1828,196097.1152
234,415,1100,LEXINGTON AVE,IRT,IRT-4-5P-BOROUGH HALL,986981,191538,Borough Hall,5-Apr,"4-all times, 5-weekdays",986981.7234,191540.175
470,416,1063,WHITE PLAINS RD LINE,IRT,IRT-2-WAKEFIELD-241 STREET,1025544,268346,Wakefield - 241st St,2,2-all times,1025621.402,268476.4362
2,417,1062,WHITE PLAINS RD LINE,IRT,IRT-2-5R-NEREID AVE- 238 STREET,1024525,266582,Nereid Ave (238 St),5-Feb,"2-all times, 5-rush hours AM southbound, PM northbound",1024512.87,266612.6562
1,418,1061,WHITE PLAINS RD LINE,IRT,IRT-2-5R-233 ST,1023686,264706,233rd St,5-Feb,"2-all times, 5-rush hours AM southbound, PM northbound",1023652.597,264725.6906
419,419,1060,WHITE PLAINS RD LINE,IRT,IRT-2-5R-225 ST,1022900,262841,225th St,5-Feb,"2-all times, 5-rush hours AM southbound, PM northbound",1022866.371,262838.7676
460,420,1059,WHITE PLAINS RD LINE,IRT,IRT-2-5R-219 ST,1022268,261332,219th St,5-Feb,"2-all times, 5-rush hours AM southbound, PM northbound",1022235.425,261333.9944
459,421,1058,WHITE PLAINS RD LINE,IRT,IRT-2-5R-GUN HILL RD,1021269,259127,Gun Hill Rd,5-Feb,"2-all times, 5-rush hours AM southbound, PM northbound",1021245.521,259125.8142
463,422,1057,WHITE PLAINS RD LINE,IRT,IRT-2-5R-BURKE AVE,1021019,256729,Burke Ave,5-Feb,"2-all times, 5-rush hours AM southbound, PM northbound",1020988.83,256764.016
439,423,1056,WHITE PLAINS RD LINE,IRT,IRT-2-5R-ALLERTON AVENUE,1020972,254624,Allerton Ave,5-Feb,"2-all times, 5-rush hours AM southbound, PM northbound",1020937.435,254616.661
438,424,1055,WHITE PLAINS RD LINE,IRT,IRT-2-5R-PELHAM PKWY,1020908,251604,Pelham Pkwy,5-Feb,"2-all times, 5-rush hours AM southbound, PM northbound",1020874.634,251603.2556
458,425,1054,WHITE PLAINS RD LINE,IRT,IRT-2-5R-BRONX PARK EAST,1020671,248534,Bronx Park East,5-Feb,"2-all times, 5-rush hours AM southbound, PM northbound",1020640.51,248556.7864
476,426,1053,WHITE PLAINS RD LINE,IRT,IRT-2-5-E 180 ST,1019294,246016,E 180th St,5-Feb,"2,5-all times",1019243.242,246035.7554
456,427,1052,WHITE PLAINS RD LINE,IRT,IRT-2-5P-WEST FARMS SQUARE,1017464,245410,West Farms Sq - E Tremont Av,5-Feb,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound",1017440.443,245441.7158
437,428,1051,WHITE PLAINS RD LINE,IRT,IRT-2-5P-174 ST,1015326,244310,174th St,5-Feb,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound",1015295.102,244352.6398
418,429,1050,WHITE PLAINS RD LINE,IRT,IRT-2-5P-FREEMAN ST,1014206,241683,Freeman St,5-Feb,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound",1014171.878,241684.5924
417,430,1049,WHITE PLAINS RD LINE,IRT,IRT-2-5P-SIMPSON STREET,1013845,239492,Simpson St,5-Feb,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound",1013845.149,239528.6838
434,431,1048,WHITE PLAINS RD LINE,IRT,IRT-2-5P-INTERVALE AVENUE,1012863,238823,Intervale Ave,5-Feb,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound",1012829.068,238838.8326
429,432,1047,WHITE PLAINS RD LINE,IRT,IRT-2-5P-PROSPECT AVENUE,1011436,237854,Prospect Ave,5-Feb,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound",1011434.549,237894.1814
428,433,1046,WHITE PLAINS RD LINE,IRT,IRT-2-5P-JACKSON AVE,1009798,236741,Jackson Ave,5-Feb,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound",1009775.145,236752.9008
4,434,1045,WHITE PLAINS RD LINE,IRT,IRT-2-5P-3 AVE-149 STREET,1007005,236589,3rd Ave - 149th St,5-Feb,"2-all times, 5-all times exc nights",1007013.606,236615.1514
3,435,1044,WHITE PLAINS RD LINE,IRT,IRT-2-5P-149 ST,1004532,237425,149th St - Grand Concourse,5-Feb,"2-all times, 5-all times exc nights",1004533.671,237454.6832
443,436,1043,LENOX AVE LINE,IRT,IRT-3-HARLEM-148 ST,1001833,239445,Harlem - 148 St,3,3-all times,1001836.647,239438.344
324,437,1042,LENOX AVE LINE,IRT,IRT-3-145 ST,1001896,238185,145th St,3,"3-all times, exit only northbound",1001896.491,238184.89
318,438,1041,LENOX AVE LINE,IRT,IRT-2-3-135 ST,1000645,235928,135th St,3-Feb,"2,3-all times",1000646.086,235927.8032
317,439,1040,LENOX AVE LINE,IRT,IRT-2-3-125 ST,999339,233568,125th St,3-Feb,"2,3-all times",999338.6206,233568.3772
320,440,1039,LENOX AVE LINE,IRT,IRT-2-3-116 ST,998197,231507,116th St,3-Feb,"2,3-all times",998196.4662,231507.0298
296,441,1038,LENOX AVE LINE,IRT,IRT-2-3-CENTRAL PARK N,997589,230405,Central Park North (110th St),3-Feb,"2,3-all times",997587.8398,230405.7602
468,442,1068,DYRE AVE LINE,IRT,IRT-5-EASTCHESTER-DYRE AVENUE,1031024,262955,Eastchester - Dyre Ave,5,5-all times,1031016.049,262957.2956
467,443,1067,DYRE AVE LINE,IRT,IRT-5-BAYCHESTER AVE,1028886,259440,Baychester Ave,5,5-all times,1028883.528,259440.716
475,444,1066,DYRE AVE LINE,IRT,IRT-5-GUN HILL RD,1026736,256107,Gun Hill Rd,5,5-all times,1026736.82,256106.4666
240,445,1065,DYRE AVE LINE,IRT,IRT-5-PELHAM PKWY,1024261,252262,Pelham Pkwy,5,5-all times,1024265.723,252258.7114
239,446,1064,DYRE AVE LINE,IRT,IRT-5-MORRIS PARK,1022842,250576,Morris Park,5,5-all times,1022840.236,250578.2326
413,447,1176,FLUSHING LINE,IRT,IRT-7-7X-FLUSHING-MAIN STREET,1031337,216065,Flushing - Main St,7-7 Express,"7-all times, 7 Express-rush hours AM westbound, PM eastbound",1031337.511,216064.2302
412,448,1175,FLUSHING LINE,IRT,IRT-7-7X-METS/WILLETS POINT,1027020,214244,Mets - Willets Point,7-7 Express,"7-all times, 7 Express-rush hours AM westbound, PM eastbound",1027019.599,214244.8108
346,449,1174,FLUSHING LINE,IRT,IRT-7-111 ST,1024332,213185,111th St,7,7-all times,1024332.238,213184.6146
345,450,1173,FLUSHING LINE,IRT,IRT-7-103 ST-CORONA PLAZA,1022292,212503,103rd St - Corona Plaza,7,7-all times,1022291.816,212504.5188
400,451,1172,FLUSHING LINE,IRT,IRT-7-7X-JUNCTION BOULEVARD,1020401,212237,Junction Blvd,7-7 Express,"7-all times, 7 Express-rush hours AM westbound, PM eastbound",1020400.858,212237.9802
399,452,1171,FLUSHING LINE,IRT,IRT-7-90 ST-ELMHURST AVENUE,1018438,211966,90th St - Elmhurst Av,7,7-all times,1018438.262,211963.8658
398,453,1170,FLUSHING LINE,IRT,IRT-7-82 ST-JACKSON HEIGHTS,1016476,211690,82nd St - Jackson Hts,7,7-all times,1016475.635,211689.5916
386,454,1169,FLUSHING LINE,IRT,IRT-7-74 ST-BROADWAY,1014396,211399,74th St - Broadway,7,7-all times,1014343.148,211392.3918
385,455,1168,FLUSHING LINE,IRT,IRT-7-69 ST,1012955,211200,69th St,7,7-all times,1012955.431,211200.388
394,456,1167,FLUSHING LINE,IRT,IRT-7-7X-WOODSIDE-61 STREET,1011132,210945,Woodside - 61st St,7-7 Express,"7-all times, 7 Express-rush hours AM westbound, PM eastbound",1011130.522,210950.7828
393,457,1166,FLUSHING LINE,IRT,IRT-7-52 ST,1008482,210402,52nd St,7,7-all times,1008482.666,210401.4068
397,458,1165,FLUSHING LINE,IRT,IRT-7-46 ST,1006852,210030,46th St,7,7-all times,1006851.496,210027.6414
10,459,1164,FLUSHING LINE,IRT,IRT-7-40 ST,1005305,210265,40th St,7,7-all times,1005305.012,210264.8384
9,460,1163,FLUSHING LINE,IRT,IRT-7-33 ST,1003370,210557,33rd St,7,7-all times,1003370.511,210557.8748
286,461,1162,FLUSHING/ASTORIA LINE,IRT,IRT-7-7X-N-WP-QUEENSBORO PLZ,1000829,212759,Queensboro Plz,7-7 Express-N-W,"7,N-all times, 7 Express-rush hours AM westbound, PM eastbound, W part time",1000812.976,212729.0902
262,462,1161,FLUSHING LINE,IRT,IRT-7-7X-45 RD-COURT HOUSE SQ,999417,211442,Court Sq,7-7 Express,"7-all times, 7 Express-rush hours AM westbound, PM eastbound",999412.3842,211442.8894
261,463,1160,FLUSHING LINE,IRT,IRT-7-7X-HUNTERS POINT AVENUE,998406,209690,Hunters Point Ave,7-7 Express,"7-all times, 7 Express-rush hours AM westbound, PM eastbound",998404.0254,209695.3388
255,464,1159,FLUSHING LINE,IRT,IRT-7-7X-VERNON BL-JACKSON AV,997113,209839,Vernon Blvd - Jackson Ave,7-7 Express,"7-all times, 7 Express-rush hours AM westbound, PM eastbound",997113.0644,209839.5432
254,465,1158,FLUSHING LINE,IRT,IRT-7-7X-GRAND CENTRAL,990888,213044,Grand Central - 42nd St,7-7 Express,"7-all times, 7 Express-rush hours AM westbound, PM eastbound",990889.423,213046.1724
274,466,1157,FLUSHING LINE,IRT,IRT-7-7X-5 AVE,989247,213915,5th Ave - Bryant Pk,7-7 Express,"7-all times, 7 Express-rush hours AM westbound, PM eastbound",989246.0088,213912.2492
273,467,1156,BROADWAY/7TH AVE LINE,IRT,IRT-7-7X-TIMES SQ,987660,214518,Times Sq - 42nd St,7-7 Express,"7-all times, 7 Express-rush hours AM westbound, PM eastbound",987727.9752,214479.6792
272,468,1099,BROADWAY LINE,IRT,IRT-SP-TIMES SQ,988065,214702,Times Sq - 42nd St,S,"S to Grand Central-all times exc nights, closed nights-use 7",988033.826,214708.4186
271,469,1098,42ND ST SHUTTLE LINE,IRT,IRT-SP-GRAND CENTRAL,990016,213531,Grand Central - 42nd St,S,"S to Times Sq-all times exc nights, closed nights-use 7",990014.4954,213528.732
1000037,471,0,FLUSHING LINE,IRT,IRT-7-7X-34 ST-HUDSON YARDS,983641,214506,34th St - Hudson Yards,7-7 Express,"7-all times, 7 Express-rush hours AM westbound, PM eastbound",983633.822,214509.2704
1000041,475,0,SECOND AVENUE,IND,IND-Q-96 STREET,998909,225000,96th St,Q,Q-all times,998914.5242,225013.4532
1000042,476,0,SECOND AVENUE,IND,IND-Q-86 STREET,997607,222676,86th St,Q,Q-all times,997609.6602,222670.9674
1000043,477,0,SECOND AVENUE,IND,IND-Q-72 STREET,995784,219375,72nd St,Q,Q-all times,995777.6278,219364.3322
486,501,1700,STATEN ISLAND RWY LINE,SIR,SIR ST GEORGE STATION,,,,,,963821.0512,173812.4136
