X,Y,BOROUGH,LINE,STATION,DISTRICT,STATION_ID,NOTE
980653,197127,"Manhattan","R,W","Rector Street","02",22,"N-nights, R-all other times"
1030284,182776,"Queens","A","Aqueduct / North Conduit Avenue","23",197,"A-all times"
986973,199353,"Manhattan","F","East Broadway","04",234,"F-all times"
1031332,179951,"Queens","A","Howard Beach / JFK Airport","23",198,"A-all times"
988519,214047,"Manhattan","B,D,F,M","42 Street / Bryant Park","01",226,"B,M-weekdays and evenings, D,F-all times"
1029919,150977,"Queens","A,S","Rockaway Park / Beach 116 Street","23",203,"A-rush hours AM northbound, PM southbound, S to Broad Channel-all times"
987740,200975,"Manhattan","J,M,Z","Essex Street / Delancey Street","04",102,"J-all times, M-all times exc nights, Z-rush hours AM westbound, PM eastbound"
1034102,152599,"Queens","A,S","Beach 98 Street","23",201,"A-rush hours AM northbound, PM southbound, S Broad Channel to Rockaway Park-all times"
983306,199127,"Manhattan","J,Z","Chambers Street","02",105,"J-all times, Z-rush hours AM westbound, PM eastbound"
1040651,154632,"Queens","A","Beach 67 Street","23",204,"A-all times"
986836,206971,"Manhattan","L","14 Street / Union Square","04",117,"L-all times"
1046457,155381,"Queens","A","Beach 44 Street","23",206,"A-all times"
982137,198008,"Manhattan","A,C","Fulton Street / Broadway / Nassau Street","02",172,"A-all times, C-all times exc nights"
1050521,157987,"Queens","A","Beach 25 Street","23",208,"A-all times"
989327,205591,"Manhattan","L","1 Avenue","04",119,"L-all times"
986876,194064,"Brooklyn","A,C","High Street","30",173,"A-all times, C-all times exc nights"
1012291,263271,"Bronx","1","242 Street / Van Cortlandt Park","03",293,"1-all times"
988400,190083,"Brooklyn","A,C,G","Hoyt / Schermerhorn Streets","30",175,"A,G-all times, C-all times exc nights"
998909,225000,"Manhattan","Q","96 Street","04",475,"Q-all times"
996219,187524,"Brooklyn","A,C","Franklin Avenue","30",178,"A-nights, C-all other times"
987916,214202,"Manhattan","N,Q,R,W","42 Street / Times Square","01",11,"N,Q-all times, R-all times exc nights, W part time"
987887,194212,"Brooklyn","F","York Street","30",235,"F-all times"
995784,219375,"Manhattan","Q","72 Street","04",477,"Q-all times"
985652,187118,"Brooklyn","F,G","Carroll Street","30",237,"F,G-all times"
1010567,259483,"Bronx","1","231 Street","03",295,"1-all times"
987085,183475,"Brooklyn","F,G","4 Avenue / 9 Street","30",239,"F,G-all times"
1015463,257444,"Bronx","B,D","Bedford Park Boulevard","11",211,"B-rush hours, D-all times"
989872,179746,"Brooklyn","F,G","15 Street / Prospect Park","30",241,"F,G-all times"
986088,211507,"Manhattan","1","28 Street","02",319,"1-all times, 2-nights"
989878,174003,"Brooklyn","F,G","Church Avenue","30",243,"F,G-all times"
1012534,253087,"Bronx","B,D","Fordham Road / Grand Concourse","11",213,"B-rush hours, D-all times"
993458,189969,"Brooklyn","G","Clinton / Washington Avenues","30",291,"G-all times"
1007682,256051,"Manhattan","1","215 Street","03",297,"1-all times"
997139,190530,"Brooklyn","G","Bedford / Nostrand Avenues","30",289,"G-all times"
1010469,249119,"Bronx","B,D","Tremont Avenue","11",215,"B-rush hours, D-all times"
998049,194446,"Brooklyn","G","Flushing Avenue","30",287,"G-all times"
989256,219170,"Manhattan","1","59 Street / Columbus Circle","01",315,"1-all times, 2-nights"
997717,198963,"Brooklyn","G","Metropolitan Avenue","30",285,"G-all times"
1008212,245071,"Bronx","B,D","170 Street","11",217,"B-rush hours, D-all times, skips rush hours AM southbound, PM northbound"
996881,205700,"Brooklyn","G","Greenpoint Avenue","30",283,"G-all times"
1004848,252801,"Manhattan","1","200 Street / Dyckman Street","03",299,"1-all times"
988117,191484,"Brooklyn","R","Jay Street / Metrotech","30",25,"N-nights, R-all other times"
1004826,240914,"Bronx","B,D","161 Street / Yankee Stadium","11",219,"B-rush hours, D-all times, skips rush hours AM southbound, PM northbound"
989305,190899,"Brooklyn","B,Q,R","Dekalb Avenue","30",26,"B-weekdays and evenings, D-all other times, N-nights, R-all other times, Q-all times"
984840,209257,"Manhattan","1","18 Street","02",321,"1-all times, 2-nights"
988392,190861,"Brooklyn","2,3","Hoyt Street","30",336,"2-all times, 3-all times exc nights"
1017776,262108,"Bronx","4","Woodlawn","11",378,"4-all times"
986981,191538,"Brooklyn","4,5","Borough Hall","30",415,"4-all times, 5-weekdays"
1002621,248782,"Manhattan","1","181 Street","03",301,"1-all times"
998000,187182,"Brooklyn","A,C","Nostrand Avenue","30",179,"A-all times, C-all times exc nights"
1014654,257504,"Bronx","4","Bedford Park Boulevard / Lehman College","11",380,"4-all times"
1014932,181762,"Brooklyn","3","Van Siclen Avenue","32",351,"4-nights, 3-all other times"
989588,217829,"Manhattan","N,Q,R,W","57 Street","01",9,"N,Q-all times, R-all times exc nights, W part time"
1011314,181055,"Brooklyn","3","Junius Street","32",349,"4-nights, 3-all other times"
1011624,253635,"Bronx","4","Fordham Road","11",382,"4-all times"
1007463,180301,"Brooklyn","3","Saratoga Avenue","32",347,"4-nights, 3-all other times"
1000973,245580,"Manhattan","A,C","168 Street / Washington Heights","03",148,"A-all times, C-all times exc nights"
1000295,183192,"Brooklyn","3","Kingston Avenue","32",344,"4-nights, 3-all other times"
1009789,250227,"Bronx","4","Burnside Avenue","11",384,"4-all times"
995873,183657,"Brooklyn","2,3,4,5","Franklin Avenue","32",342,"2,4-all times, 3-all times exc nights, 5-weekdays"
983445,206482,"Manhattan","1","Christopher Street / Sheridan Square","02",323,"1-all times, 2-nights"
998598,172447,"Brooklyn","2,5","Newkirk Avenue","32",358,"2-all times, 5-weekdays"
1007855,246939,"Bronx","4","Mt. Eden Avenue","11",386,"4-all times"
998275,176407,"Brooklyn","2,5","Church Avenue","32",356,"2-all times, 5-weekdays"
997988,240416,"Manhattan","1","145 Street","03",304,"1-all times"
997920,180746,"Brooklyn","2,5","Sterling Street","32",354,"2-all times, 5-weekdays"
1006000,243696,"Bronx","4","167 Street","11",388,"4-all times"
992306,185306,"Brooklyn","2,3","Grand Army Plaza","32",340,"4-nights, 3-all other times, 2-all times"
991107,216198,"Manhattan","E,M","5 Avenue / 53 Street","01",276,"E-all times, M-weekdays and evenings"
990476,188630,"Brooklyn","2,3,4,5","Atlantic Avenue / Barclays Center","32",338,"2,4-all times, 3-all times exc nights, 5-weekdays"
1004532,237425,"Bronx","2,5","149 Street / Grand Concourse","11",435,"2-all times, 5-all times exc nights"
990127,188355,"Brooklyn","D,N,R","Pacific Street / Atlantic Avenue / Barclays Center","32",27,"D,N-all times, R-all times exc nights"
995773,236418,"Manhattan","1","125 Street","03",306,"1-all times"
987495,183684,"Brooklyn","R","4 Avenue / 9 Street","32",29,"D,N-nights, R-all other times"
1025544,268346,"Bronx","2","241 Street / Wakefield","12",416,"2-all times"
984780,179877,"Brooklyn","R","25 Street","32",31,"D,N-nights, R-all other times"
982510,202632,"Manhattan","1","Canal Street","02",325,"1-all times, 2-nights"
994784,180330,"Brooklyn","B,Q,S","Prospect Park","32",42,"B-weekdays and evenings, Q,S to Franklin Av-Fulton St-all times"
1023686,264706,"Bronx","2,5","233 Street","12",418,"2-all times, 5-rush hours AM southbound, PM northbound"
994550,176271,"Brooklyn","B,Q","Church Avenue","32",44,"B-weekdays and evenings, Q-all times"
993428,232186,"Manhattan","1","110 Street / Cathedral Parkway","03",308,"1-all times"
994299,172790,"Brooklyn","Q","Cortelyou Road","32",46,"Q-all times"
1022268,261332,"Bronx","2,5","219 Street","12",420,"2-all times, 5-rush hours AM southbound, PM northbound"
996004,185117,"Brooklyn","S","Park Place","32",141,"S Franklin Av-Fulton St to Prospect Park-all times"
990836,226602,"Manhattan","1","86 Street","01",311,"1-all times, 2-nights"
998042,199436,"Brooklyn","L","Lorimer Street","33",121,"L-all times"
1021019,256729,"Bronx","2,5","Burke Avenue","12",422,"2-all times, 5-rush hours AM southbound, PM northbound"
1000746,198528,"Brooklyn","L","Grand Street","33",123,"L-all times"
991913,228524,"Manhattan","1,2,3","96 Street","03",310,"1,2,3-all times"
1002785,196554,"Brooklyn","L","Morgan Avenue","33",125,"L-all times"
1020908,251604,"Bronx","2,5","Pelham Parkway","12",424,"2-all times, 5-rush hours AM southbound, PM northbound"
1006921,195661,"Brooklyn","L","Dekalb Avenue","33",127,"L-all times"
980871,198617,"Manhattan","1","Cortlandt Street","02",328,"Temporarily closed"
1010889,192687,"Brooklyn","L","Halsey Street","33",129,"L-all times"
1019294,246016,"Bronx","2,5","East 180 Street","12",426,"2,5-all times"
1010526,188075,"Brooklyn","L","Bushwick Avenue / Aberdeen Street","33",131,"L-all times"
1001896,238185,"Manhattan","3","145 Street","03",437,"3-all times, exit only northbound"
1011129,185338,"Brooklyn","L","Atlantic Avenue","33",133,"L-all times"
1015326,244310,"Bronx","2,5","174 Street","12",428,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound"
1011837,181226,"Brooklyn","L","Livonia Avenue","33",135,"L-all times"
987094,215185,"Manhattan","A,C,E","42 Street / Port Authority Bus Terminal","01",163,"A,E-all times, C-all times exc nights"
1012124,176276,"Brooklyn","L","East 105 Street","33",137,"L-all times"
1013845,239492,"Bronx","2,5","Simpson Street","12",430,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound"
995941,197362,"Brooklyn","J,M,Z","Marcy Avenue","33",101,"J-all times, M-all times exc nights, Z-rush hours AM westbound, PM eastbound"
999339,233568,"Manhattan","2,3","125 Street","03",439,"2,3-all times"
998847,195710,"Brooklyn","J,M","Lorimer Street","33",99,"J-all times, skips weekdays AM westbound, PM eastbound, M-all times exc nights"
1011436,237854,"Bronx","2,5","Prospect Avenue","12",432,"2-all times, 5-all times exc nights, skips rush hours AM southbound, PM northbound"
1002101,193290,"Brooklyn","J,M,Z","Myrtle Avenue","33",97,"J,M-all times, Z-rush hours AM westbound, PM eastbound"
980599,194936,"Manhattan","1","South Ferry","02",330,"1-all times"
1005838,190520,"Brooklyn","J,Z","Gates Avenue","33",95,"Z-rush hours AM westbound, PM eastbound, J-all other times"
1007005,236589,"Bronx","2,5","3 Avenue / 149 Street","12",434,"2-all times, 5-all times exc nights"
1009105,188070,"Brooklyn","J,Z","Chauncey Street","33",93,"Z-rush hours AM westbound, PM eastbound, J-all other times"
997589,230405,"Manhattan","2,3","110 Street / Central Park North","03",441,"2,3-all times"
1012396,185941,"Brooklyn","J","Alabama Avenue","33",91,"J-all times"
1028886,259440,"Bronx","5","Baychester Avenue","12",443,"5-all times"
1016093,186959,"Brooklyn","J","Cleveland Street","33",89,"J-all times"
989243,222889,"Manhattan","1,2,3","72 Street","01",313,"1,2,3-all times"
1019216,188193,"Brooklyn","J,Z","Crescent Street","33",87,"J-all times, Z-rush hours AM westbound, PM eastbound"
1024261,252262,"Bronx","5","Pelham Parkway","12",445,"5-all times"
1004425,193539,"Brooklyn","M","Central Avenue","33",114,"M-all times"
1004366,254608,"Manhattan","A","Dyckman Street / 200 Street","03",144,"A-all times"
1008601,194119,"Brooklyn","L,M","Myrtle / Wyckoff Avenues","33",112,"M-all times"
1031800,249899,"Bronx","6","Pelham Bay Park","12",360,"6 Express-weekdays AM southbound, PM northbound, 6-all other times"
1011124,195928,"Brooklyn","M","Forest Avenue","33",110,"M-all times"
981807,199060,"Manhattan","2,3","Park Place","02",331,"2-all times, 3-all times exc nights"
1014863,198489,"Brooklyn","M","Middle Village / Metropolitan Avenue","33",108,"M-all times"
1029537,246762,"Bronx","6","Middletown Road","12",362,"6 Express-weekdays AM southbound, PM northbound, 6-all other times"
1003463,186795,"Brooklyn","A,C","Utica Avenue","33",181,"A-all times, C-all times exc nights"
1001411,249579,"Manhattan","A","181 Street","03",146,"A-all times"
1008674,186426,"Brooklyn","A,C","Rockaway Avenue","33",183,"A-nights, C-all other times"
1026577,244069,"Bronx","6","Zerega Avenue","12",364,"6 Express-weekdays AM southbound, PM northbound, 6-all other times"
1012946,185047,"Brooklyn","A,C","Liberty Avenue","33",185,"A-nights, C-all other times"
992882,225575,"Manhattan","A,B,C","86 Street","01",158,"A-nights, B-weekdays and evenings, C-all times exc nights"
1017329,184903,"Brooklyn","A,C","Shepherd Avenue","33",187,"A-nights, C-all other times"
1022766,242875,"Bronx","6","Parkchester / East 177 Street","12",366,"6-all times, 6 Express-weekdays AM southbound, PM northbound"
1021682,185971,"Brooklyn","A","Grant Avenue","33",189,"A-all times, S Euclid Av to Ozone Park-Lefferts Blvd-nights"
1000435,241863,"Manhattan","A,C","155 Street","03",150,"A-nights, C-all other times"
990929,149142,"Brooklyn","Q,F","West 8 Street / NY Aquarium","34",57,"F,Q-all times"
1018977,241519,"Bronx","6","Morrison Avenue / Soundview","12",368,"6-all times"
994986,149754,"Brooklyn","B,Q","Brighton Beach","34",55,"B-weekdays and evenings, Q-all times"
981727,196791,"Manhattan","2,3","Wall Street","02",333,"2-all times, 3-all times exc nights"
996725,156171,"Brooklyn","Q","Neck Road","34",53,"Q-all times"
1015722,240423,"Bronx","6","Whitlock Avenue","12",370,"6-all times"
996020,161023,"Brooklyn","B,Q","Kings Highway","34",51,"B-weekdays and evenings, Q-all times"
1001350,241724,"Manhattan","B,D","155 Street","03",220,"B-rush hours, D-all times, skips rush hours AM southbound, PM northbound"
995161,166991,"Brooklyn","Q","Avenue J","34",49,"Q-all times"
1012917,236623,"Bronx","6","Longwood Avenue","12",372,"6-all times"
994604,170678,"Brooklyn","B,Q","Newkirk Avenue","34",47,"B-weekdays and evenings, Q-all times"
993644,217850,"Manhattan","F,Q","Lexington Avenue / 63 Street","01",223,"F-all times, Q all times"
991397,154030,"Brooklyn","F","Avenue X","34",252,"F-all times"
1009813,233929,"Bronx","6","East 143 Street / St. Mary's Street","12",374,"6-all times"
991926,159061,"Brooklyn","F","Kings Highway","34",250,"F-all times"
997469,234776,"Manhattan","A,B,C,D","125 Street","03",153,"A,D-all times, B-weekdays and evenings, C-all times exc nights"
991455,163104,"Brooklyn","F","Avenue N","34",248,"F-all times"
1006607,233505,"Bronx","6","Brook Avenue","12",376,"6-all times"
990893,166988,"Brooklyn","F","Avenue I","34",246,"F-all times"
980961,197059,"Manhattan","4,5","Wall Street","02",413,"4-all times, 5-weekdays"
990308,171032,"Brooklyn","F","Ditmas Avenue","34",244,"F-all times"
1044182,198986,"Queens","F","179 Street / Jamaica","20",254,"F-all times"
990059,156866,"Brooklyn","N","Avenue U","34",78,"N-all times"
995860,230953,"Manhattan","A,B,C","110 Street / Cathedral Parkway","03",155,"A-nights, B-weekdays and evenings, C-all times exc nights"
989309,162047,"Brooklyn","N","Bay Parkway","34",76,"N-all times"
1038788,197125,"Queens","F","Parsons Boulevard","20",256,"F-all times"
986900,165410,"Brooklyn","N","18 Avenue","34",74,"N-all times"
990519,217654,"Manhattan","F","57 Street / 6 Avenue","01",224,"F-all times"
982765,169307,"Brooklyn","N","Fort Hamilton Parkway","34",72,"N-all times"
1033962,197694,"Queens","E,F","Van Wyck Boulevard / Briarwood","20",258,"E-evenings, weekends, nights, F-all times"
988759,153807,"Brooklyn","D","Bay 50 Street","34",70,"D-all times"
994052,227687,"Manhattan","A,B,C","96 Street","03",157,"A-nights, B-weekdays and evenings, C-all times exc nights"
986006,158583,"Brooklyn","D","Bay Parkway","34",68,"D-all times"
1029456,200922,"Queens","E,F","75 Avenue","20",260,"E-evenings, weekends, nights, F-all times"
983808,160691,"Brooklyn","D","18 Avenue","34",66,"D-all times"
982049,197957,"Manhattan","J,Z","Fulton Street","02",106,"J-all times, Z-rush hours AM westbound, PM eastbound"
984572,164889,"Brooklyn","D","71 Street","34",64,"D-all times"
1025033,203996,"Queens","E,M,R","67 Avenue","20",262,"E-nights, R-all other times, M-weekdays and evenings"
985541,169341,"Brooklyn","D","55 Street","34",62,"D-all times"
1000415,230244,"Manhattan","6","116 Street","04",393,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound"
985859,172778,"Brooklyn","D","Fort Hamilton Parkway","34",60,"D-all times"
1020436,206391,"Queens","M,R","Woodhaven Boulevard","20",264,"E-nights, R-all other times, M-weekdays and evenings"
983265,177963,"Brooklyn","D,N,R","36 Street","34",32,"D,N,R-all times"
986081,213355,"Manhattan","A,C,E","34 Street / Penn Station","02",164,"A,E-all times, C-all times exc nights"
980355,174293,"Brooklyn","N,R","53 Street","34",34,"N-nights, R-all times, skips nights northbound"
1016939,209764,"Queens","M,R","Elmhurst Avenue","20",266,"E-nights, R-all other times, M-weekdays and evenings"
977762,170613,"Brooklyn","R","Bay Ridge Avenue","34",36,"R-all times"
998794,227318,"Manhattan","6","103 Street","04",395,"4 nights, 6-all times, 6 Express-weekdays AM southbound, PM northbound"
